datetime,avg_power,max_power,avg_energy,minute_diff,energy_diff,out_humid,out_temp,out_light,next_humid,next_temp,next_heatindex
15-Sep-2021 20:37:00,1778.03,79.8,76.01,11,0.0999999999999943,85.8136363636364,27.9893939393939,0,71.2454545454545,25.5545454545455,26.2724242424242
15-Sep-2021 20:48:00,2583.97,2625.4,76.11,11,0.0799999999999983,85.9424242424243,27.8969696969697,0,71.6257575757576,25.5530303030303,26.3133333333333
15-Sep-2021 20:59:00,2571.2,2585.7,76.19,10,0.0700000000000074,85.6816666666667,27.795,0,70.04,25.5883333333333,26.2656666666667
15-Sep-2021 21:09:00,2652.63,2807,76.26,10,0.0599999999999881,86.78,27.655,0,70.695,25.9866666666667,27.3016666666667
15-Sep-2021 21:19:00,1778.3,75.5,76.32,10,0.0900000000000034,86.38,27.7016666666667,0,72.08,26.1116666666667,27.5445
15-Sep-2021 21:29:00,2543,2572.4,76.41,9,0.0600000000000023,86.0851851851852,27.6296296296296,0,73.2094339622641,26.2245283018868,27.7756603773585
15-Sep-2021 21:38:00,2623.23,2687.7,76.47,11,0.0900000000000034,86.219696969697,27.6863636363636,0,74.0984848484848,26.3409090909091,28.0169696969697
15-Sep-2021 21:49:00,2596,2803.6,76.56,10,0.0900000000000034,86.465,27.685,0,74.8683333333333,26.46,28.269
15-Sep-2021 21:59:00,2696.8,2801.2,76.65,10,0.0699999999999932,86.34,27.6916666666667,0,75.36,26.5466666666667,28.4563333333333
15-Sep-2021 22:09:00,1836.27,77.4,76.72,11,0.0999999999999943,86.5846153846154,27.6953846153846,0,75.7424242424242,26.6,28.5792424242424
15-Sep-2021 22:20:00,2664.8,2710.3,76.82,11,0.100000000000009,86.7378787878788,27.6969696969697,0,76.0848484848485,26.6166666666667,28.6339393939394
15-Sep-2021 22:31:00,2593.97,2677.9,76.92,10,0.0900000000000034,87.1516666666667,27.61,0,76.4733333333333,26.7033333333333,28.828
18-Sep-2021 14:05:00,2978.5,2980.7,86.23,5,0.0999999999999943,56.9466666666667,33.6933333333333,901.166666666667,71.5833333333333,25.28,25.7316666666667
18-Sep-2021 14:10:00,2862.7,2978.3,86.33,6,0.150000000000006,57.1944444444445,33.6833333333333,758.972222222222,66.7083333333333,25.1222222222222,25.4316666666667
18-Sep-2021 14:16:00,2811.13,2883.5,86.48,6,0.140000000000001,57.8638888888889,33.5083333333334,602,72.4833333333333,25.3583333333333,25.8416666666667
18-Sep-2021 14:22:00,2744.63,2853.5,86.62,6,0.149999999999991,59.1805555555556,33.3527777777778,767.527777777778,69.0085714285714,25.2628571428572,25.6465714285714
18-Sep-2021 14:28:00,2747.6,2767.9,86.77,4,0.0499999999999972,59.5625,33.2541666666666,928.416666666667,72.325,25.325,25.8004166666667
18-Sep-2021 14:32:00,2734.9,2850.1,86.82,6,0.140000000000001,60.1722222222222,33.2138888888889,945.277777777778,69.9527777777778,25.3194444444445,25.7322222222222
18-Sep-2021 14:38:00,2674.83,2724.7,86.96,5,0.0900000000000034,60.2933333333333,33.1033333333333,849,71.08,25.2433333333333,25.6786666666667
18-Sep-2021 14:43:00,2669.4,2671.7,87.05,5,0.0900000000000034,58.51,33.33,861.466666666667,70.45,25.38,25.8126666666667
18-Sep-2021 14:48:00,2720.97,2877.1,87.14,6,0.150000000000006,57.3388888888889,33.55,884.25,70.9694444444445,25.3305555555556,25.7719444444444
18-Sep-2021 14:54:00,2680.8,2701.3,87.29,46,0.75,60.556204379562,33.1981751824817,1012.8503649635,71.7481884057971,25.2902173913043,25.7624637681159
18-Sep-2021 15:40:00,2646.87,2686.2,88.04,5,0.0599999999999881,59.2566666666667,33.7833333333333,1196.26666666667,70.1241379310345,25.3103448275862,25.7510344827586
18-Sep-2021 15:45:00,2766.13,2946.2,88.1,6,0.13000000000001,58.1277777777778,33.8055555555555,979.277777777778,73.1444444444444,25.4388888888889,26.0766666666667
18-Sep-2021 15:51:00,2674.87,2708.5,88.23,5,0.0600000000000023,58.1620689655172,33.7931034482759,884.931034482759,69.2033333333333,25.2233333333333,25.607
18-Sep-2021 15:56:00,2666.3,2704.1,88.29,5,0.0699999999999932,58.32,33.6133333333333,797.033333333333,72.47,25.35,25.8323333333333
18-Sep-2021 16:01:00,2715.7,2822.4,88.36,6,0.109999999999999,58.9833333333333,33.5722222222222,769.083333333333,71.15,25.3583333333333,25.9183333333333
18-Sep-2021 16:07:00,2613.2,2625.9,88.47,5,0.0600000000000023,64.4533333333333,33.25,745.266666666667,72.3566666666667,25.33,25.8083333333333
18-Sep-2021 16:12:00,2727.87,2804.5,88.53,6,0.0900000000000034,66.4944444444444,32.8333333333333,708.722222222222,71.5972222222222,25.4027777777778,26.0513888888889
18-Sep-2021 16:18:00,2680.65,2764.8,88.62,6,0.11999999999999,66.4666666666667,32.6944444444445,956.722222222222,73.2638888888889,25.3055555555556,25.805
18-Sep-2021 16:24:00,2553.47,2589.8,88.74,5,0.0500000000000114,66.6033333333333,32.61,1395.63333333333,69.6233333333333,25.2066666666667,25.6006666666667
18-Sep-2021 16:29:00,2591.1,2655.2,88.79,6,0.109999999999999,66.2472222222222,32.8916666666667,1582.08333333333,72.9305555555556,25.4416666666667,26.1119444444444
18-Sep-2021 16:35:00,2535.53,2567.9,88.9,8,0.109999999999999,66.46875,32.9270833333333,1426.47916666667,70.1604166666667,25.3333333333333,25.7539583333333
18-Sep-2021 16:43:00,2656.87,2764.7,89.01,7,0.0799999999999983,67.1023809523809,32.7119047619048,1334.92857142857,72.15,25.3047619047619,25.9171428571429
18-Sep-2021 16:50:00,2650.17,2782.6,89.09,7,0.0799999999999983,66.8261904761905,32.5357142857143,1159.95238095238,75.0809523809524,25.3619047619048,26.0945238095238
18-Sep-2021 16:57:00,2694.67,2760.9,89.17,8,0.109999999999999,65.95625,32.51875,943.270833333333,75.0291666666667,25.3354166666667,26.0772916666667
18-Sep-2021 17:05:00,2662.1,2790.5,89.28,8,0.0999999999999943,65.84375,32.33125,786.6875,73.9875,25.24375,25.8566666666667
18-Sep-2021 17:13:00,2594.15,2625.5,89.38,7,0.0900000000000034,66.1428571428571,32.1785714285714,651.02380952381,75.1428571428571,25.3261904761905,25.9683333333333
18-Sep-2021 17:20:00,2634.73,2724.7,89.47,7,0.0700000000000074,65.9166666666667,32.0357142857143,523.880952380952,75.1571428571429,25.3404761904762,26.1319047619048
18-Sep-2021 17:27:00,2679.37,2851.6,89.54,8,0.0999999999999943,66.2791666666667,31.9833333333333,396.854166666667,75.59375,25.3395833333333,26.0710416666667
18-Sep-2021 17:35:00,2675.57,2813.7,89.64,8,0.109999999999999,65.81875,31.9229166666667,279.166666666667,74.8895833333333,25.3979166666667,26.1633333333333
18-Sep-2021 17:43:00,2578.45,2584,89.75,8,0.0799999999999983,66.86875,31.7458333333333,210.041666666667,74.35,25.3854166666667,26.1760416666667
18-Sep-2021 17:51:00,2626.93,2752.3,89.83,7,0.0900000000000034,69.0738095238095,31.5571428571429,128.52380952381,72.8904761904762,25.35,25.9202380952381
18-Sep-2021 17:58:00,2579.9,2603,89.92,8,0.0900000000000034,70.48125,31.4166666666667,53.0625,71.8395833333333,25.3791666666667,25.9458333333333
18-Sep-2021 18:06:00,2678.13,2762.5,90.01,8,0.0899999999999892,72.08125,31.1291666666667,17.7291666666667,72.5166666666667,25.4125,26.121875
18-Sep-2021 18:14:00,2744.6,2820.1,90.1,8,0.109999999999999,74.28125,30.9166666666667,4.91666666666667,73.4297872340425,25.4957446808511,26.2995744680851
18-Sep-2021 18:22:00,2663.9,2710.3,90.21,8,0.0900000000000034,74.275,30.8,0.5,73.2541666666667,25.36875,26.0516666666667
18-Sep-2021 18:30:00,2543.4,2569,90.3,8,0.0799999999999983,74.9479166666667,30.79375,0,71.9,25.3,25.790625
18-Sep-2021 18:38:00,2623.1,2731,90.38,8,0.100000000000009,75.56875,30.7354166666667,0,72.6604166666667,25.39375,26.1329166666667
18-Sep-2021 18:46:00,2548.05,2554.3,90.48,8,0.0799999999999983,75.363829787234,30.6957446808511,0,73.5916666666667,25.4458333333333,26.105
18-Sep-2021 18:54:00,2629.73,2754.9,90.56,8,0.0799999999999983,75.2729166666667,30.6645833333333,0,72.6854166666667,25.3270833333333,25.9222916666667
18-Sep-2021 19:02:00,2646.1,2709.7,90.64,9,0.120000000000005,74.5351851851852,30.6907407407407,0,71.9333333333333,25.2944444444444,25.8309259259259
18-Sep-2021 19:11:00,2321.93,2565.6,90.76,8,0.0699999999999932,74.6875,30.6166666666667,0,73.0458333333333,25.4291666666667,26.098125
18-Sep-2021 19:19:00,2629.9,2687.4,90.83,8,0.0600000000000023,74.5791666666667,30.6166666666667,0,74.3770833333333,25.3854166666667,26.041875
18-Sep-2021 19:27:00,2710.95,2787.4,90.89,9,0.109999999999999,74.7518518518519,30.5981481481482,0,72.6666666666667,25.312962962963,25.8455555555556
18-Sep-2021 19:36:00,2767.37,2796.6,91,9,0.120000000000005,75.462962962963,30.5259259259259,0,73.3888888888889,25.3444444444444,25.9942592592593
18-Sep-2021 19:45:00,2616.4,2629.7,91.12,8,0.0799999999999983,81.0958333333333,30.0208333333333,0,74.31875,25.4166666666667,26.1297916666667
18-Sep-2021 19:53:00,2543.75,2585.9,91.2,9,0.0799999999999983,85.3185185185185,29.4185185185185,0,74.5740740740741,25.3259259259259,25.9792592592593
18-Sep-2021 20:02:00,2585.53,2670.9,91.28,9,0.0900000000000034,86.6833333333333,29.2185185185185,0,73.7481481481481,25.2777777777778,25.7862962962963
18-Sep-2021 20:11:00,2628.07,2685.1,91.37,9,0.0799999999999983,88.5074074074074,28.9333333333333,0,73.7685185185185,25.3092592592593,25.9148148148148
18-Sep-2021 20:20:00,2655.1,2691.6,91.45,9,0.0999999999999943,90.0759259259259,28.7407407407407,0,73.7740740740741,25.3388888888889,25.972962962963
18-Sep-2021 20:29:00,2563.63,2609.6,91.55,9,0.0799999999999983,90.4240740740741,28.7314814814815,0,74.4962962962963,25.3833333333333,25.9559259259259
18-Sep-2021 20:38:00,2592.65,2612,91.63,10,0.109999999999999,91.2066666666667,28.7066666666667,0,75.8,25.39,26.1963333333333
18-Sep-2021 20:48:00,2580.53,2587.8,91.74,10,0.0799999999999983,90.3933333333333,28.855,0,75.115,25.3133333333333,25.9801666666667
18-Sep-2021 20:58:00,2542,2558,91.82,9,0.0700000000000074,90.0703703703704,28.8203703703704,0,73.9037037037037,25.2777777777778,25.8383333333333
18-Sep-2021 21:07:00,2530.23,2592.9,91.89,9,0.0799999999999983,90.5222222222222,28.6925925925926,0,75.7074074074074,25.7833333333333,27.1446296296296
