datetime,avg_power,max_power,avg_energy,minute_diff,energy_diff,out_humid,out_temp,out_light,next_humid,next_temp,next_heatindex,predicted_en_per_minute
22-Sep-2021 11:05:00,2681.9,2795.9,110.08,7,0.0900000000000034,74.45,30.7880952380952,1466.35714285714,74.0571428571429,25.3523809523809,25.8764285714286,0.012087448
22-Sep-2021 11:12:00,2718.6,2811.7,110.17,8,0.129999999999995,75.3291666666667,30.48125,1457.54166666667,75.0708333333333,25.4479166666667,26.291875,0.012813682
22-Sep-2021 11:20:00,2554.05,2578.7,110.3,7,0.100000000000009,75.2880952380952,30.3095238095238,1206.57142857143,76.7595238095238,25.452380952381,26.3240476190476,0.013593037
22-Sep-2021 11:27:00,2523.77,2548.3,110.4,7,0.0699999999999932,84.7142857142857,28.6119047619048,522.380952380952,74.6880952380953,25.2952380952381,25.8438095238095,0.009580559
22-Sep-2021 11:34:00,2457.23,2463.7,110.47,8,0.0499999999999972,91.1854166666667,27.0458333333333,705.625,75.6936170212766,25.3659574468085,26.163829787234,0.006140733
22-Sep-2021 11:42:00,2578.2,2673.1,110.52,9,0.109999999999999,89.3444444444444,27.2166666666667,1135.01851851852,77.5075471698113,25.4547169811321,26.3711320754717,0.008509937
22-Sep-2021 11:51:00,2472.63,2570.6,110.63,10,0.100000000000009,88.405,27.2366666666667,1081.0,75.8266666666667,25.2583333333333,25.9026666666667,0.006948762
22-Sep-2021 12:01:00,2469.0,2472.8,110.73,9,0.0600000000000023,87.7944444444444,27.4185185185185,1240.61111111111,75.5444444444445,25.2611111111111,25.9322222222222,0.007134795
22-Sep-2021 12:10:00,2633.67,2729.7,110.79,9,0.0599999999999881,87.6611111111111,27.5240740740741,1119.05555555556,77.5277777777778,25.412962962963,26.2737037037037,0.009079759
22-Sep-2021 12:19:00,2709.1,2743.1,110.85,10,0.100000000000009,88.34,27.6583333333333,1200.56666666667,76.9916666666667,25.2866666666667,25.9903333333333,0.008346117
22-Sep-2021 12:29:00,2583.9,2685.9,110.95,11,0.0999999999999943,86.2090909090909,27.5878787878788,995.075757575758,76.0606060606061,25.2621212121212,25.8825757575758,0.007945804
22-Sep-2021 12:40:00,2578.1,2706.4,111.05,10,0.0700000000000074,86.9966666666667,27.5616666666667,1244.36666666667,76.5716666666667,25.3133333333333,26.0738333333333,0.008159515
22-Sep-2021 12:50:00,2644.6,2745.7,111.12,11,0.109999999999999,85.3060606060606,28.0257575757576,1779.84848484848,77.18,25.2723076923077,25.9455384615385,0.010438312
22-Sep-2021 13:01:00,2611.23,2713.6,111.23,10,0.0499999999999972,83.435,28.6833333333333,2201.31666666667,76.7016666666667,25.2533333333333,25.8825,0.012089734
22-Sep-2021 13:11:00,1853.37,76.4,111.28,10,0.0999999999999943,82.8372881355932,28.9677966101695,1815.23728813559,79.26,25.4883333333333,26.5406666666667,0.014112227
22-Sep-2021 13:21:00,2597.45,2669.3,111.38,9,0.0700000000000074,84.2240740740741,28.8351851851852,1492.16666666667,78.7592592592593,25.6777777777778,27.0305555555556,0.013317659
22-Sep-2021 13:30:00,2636.47,2716.7,111.45,9,0.109999999999999,85.95,28.75,1304.03703703704,78.9111111111111,25.8388888888889,27.3259259259259,0.012571229
22-Sep-2021 13:39:00,2684.77,2759.0,111.56,10,0.0900000000000034,86.54,28.655,1143.38333333333,78.89,25.9633333333333,27.554,0.011969407
22-Sep-2021 13:49:00,2659.03,2726.2,111.65,5,0.0899999999999892,85.6566666666667,28.5533333333333,982.9,78.91,26.0,27.625,0.0117625175
22-Sep-2021 13:54:00,2520.43,2545.8,111.74,8,0.0700000000000074,84.4916666666667,28.5229166666667,893.979166666667,79.1208333333334,26.08125,27.7870833333333,0.01123756
22-Sep-2021 14:02:00,2759.45,2761.1,111.81,10,0.109999999999999,84.8966666666667,28.415,858.6,79.205,26.1216666666667,27.8693333333333,0.0110903755
22-Sep-2021 14:12:00,2726.03,2883.5,111.92,10,0.0999999999999943,85.435,28.5466666666667,939.2,79.2933333333333,26.205,28.0313333333333,0.01104439
22-Sep-2021 14:22:00,2696.73,2805.9,112.02,9,0.0700000000000074,85.5092592592593,28.5351851851852,1095.68518518519,79.3518518518518,26.2833333333333,28.1918518518519,0.010800048
22-Sep-2021 14:31:00,2666.65,2872.5,112.09,10,0.109999999999999,84.7783333333334,28.6883333333333,1262.68333333333,79.3716666666667,26.3283333333333,28.2833333333333,0.010627747
